Topic,Topic,Year,Paper count
47,53,2007,1
47,53,2009,1
47,53,2010,1
47,53,2012,1
47,54,1993,1
47,54,1996,1
47,54,2000,2
47,54,2002,1
47,54,2003,1
47,54,2004,1
47,54,2010,1
47,54,2011,1
47,54,2013,1
47,58,2002,1
47,58,1999,1
47,60,2002,1
47,64,2005,1
47,68,2004,1
47,71,2010,1
47,73,2009,1
47,73,2012,1
47,73,1998,1
47,79,1998,1
47,81,1999,1
47,84,2013,1
47,86,1993,1
48,67,2015,1
48,68,2001,1
48,68,2003,1
48,68,2008,2
48,68,2009,1
48,68,2011,1
48,68,2013,1
48,68,2014,2
48,68,2015,2
48,77,2005,1
49,50,2008,1
49,51,1996,1
49,52,2015,1
49,53,2001,1
49,53,1980,1
49,55,2015,2
49,56,1989,1
49,57,2015,1
49,60,1987,1
49,63,2015,1
49,65,2008,1
49,65,2009,1
49,65,2006,1
49,67,2015,2
49,68,1987,1
49,69,2008,1
49,69,1993,1
49,69,1987,1
49,69,1980,1
49,69,1995,1
49,76,2014,1
49,79,2003,1
49,82,2006,1
49,87,1995,1
49,88,2012,1
49,88,2014,1
49,88,1999,1
49,91,2009,1
49,93,2011,1
49,94,2015,1
50,58,2015,1
50,68,2014,1
50,68,2015,2
50,70,2014,1
50,83,2014,2
51,52,1997,1
51,60,1986,1
51,60,1987,1
51,60,1982,2
51,68,1991,3
51,68,1992,1
51,68,1993,1
51,68,1994,1
51,68,2007,1
51,68,2012,1
51,76,2008,1
51,79,2010,1
51,82,2006,1
51,82,2015,1
51,85,1993,1
51,85,1995,1
51,85,1997,1
51,85,2000,1
51,85,2001,1
51,85,2004,1
51,87,2006,1
51,87,2015,1
51,89,1992,1
51,89,1995,2
51,93,2012,1
51,94,2008,1
51,94,2002,1
51,94,2007,1
52,55,2012,1
52,55,2013,1
52,55,2014,3
52,55,2015,1
52,57,2000,1
52,63,2012,1
52,63,2013,1
52,63,2014,2
52,69,1997,1
52,71,2015,1
52,73,2010,1
52,88,2001,1
53,56,1983,1
53,58,2009,1
53,59,2004,1
53,60,1989,2
53,63,2015,1
53,67,2009,1
53,68,2000,1
53,68,2009,1
53,69,1984,1
53,69,1980,1
53,71,2012,1
53,73,2008,1
53,73,2009,1
53,75,2011,1
53,75,2013,1
53,75,2015,2
53,77,2000,1
53,81,2004,1
53,85,1986,1
53,87,1996,1
53,89,1987,1
53,89,1990,1
53,89,1999,1
53,94,2013,1
54,55,2010,1
54,63,2012,1
54,66,2012,1
54,66,2014,1
54,67,1997,1
54,68,1986,1
54,68,2015,1
54,68,2014,1
54,68,1999,2
54,69,1997,1
54,74,2010,1
54,74,2012,1
54,83,2008,1
54,84,2012,1
54,86,1993,1
54,89,1989,1
54,89,1999,1
55,59,2015,1
55,61,2012,1
55,63,2012,2
55,63,2013,1
55,63,2014,2
55,63,2015,1
55,67,2010,1
55,73,2003,1
55,73,2015,1
55,75,2001,1
55,77,2010,1
55,77,2013,1
55,77,2014,1
55,78,2015,1
55,86,2015,1
55,93,2014,1
56,60,1984,1
56,60,1985,1
56,60,1986,1
56,60,1992,1
56,60,1997,1
56,60,1983,1
56,67,2015,1
56,67,2007,1
56,68,2001,1
56,69,1984,1
56,69,1985,1
56,69,1986,1
56,69,1989,1
56,69,1992,1
56,69,1993,1
56,69,1983,1
56,82,1998,1
56,85,2000,1
56,85,1994,1
56,85,1987,1
56,85,2013,1
56,85,1998,1
56,89,1985,1
56,93,2015,1
57,62,2015,1
57,64,2015,1
57,68,2013,1
57,68,2014,1
57,70,2013,1
57,70,2014,3
57,70,2015,2
57,75,2007,2
57,75,2009,1
57,75,2011,2
57,75,2012,2
57,75,2013,2
57,75,2014,2
57,75,2015,1
57,77,2009,1
57,77,2013,1
57,78,2001,1
57,79,1993,1
57,79,2011,1
57,79,1999,1
57,82,2008,1
57,82,2010,1
57,82,2012,1
57,82,2015,1
57,83,2008,1
57,83,2013,1
57,87,2015,1
57,88,1997,1
57,88,1999,1
57,88,2000,2
57,88,2006,1
57,88,2007,2
57,88,2010,1
57,88,2011,1
57,88,2013,1
57,91,1999,1
57,91,2004,2
57,91,2006,1
57,91,2007,1
57,91,2008,2
57,91,2009,1
57,91,2011,2
57,91,2012,2
57,91,2013,1
57,91,2014,3
57,92,2009,1
57,92,2010,1
57,92,2011,1
57,92,2015,1
57,94,2002,2
57,94,2003,1
57,94,2004,1
57,94,2006,1
58,59,2015,1
58,62,2010,1
58,62,2015,1
58,64,2014,1
58,65,2009,1
58,71,2001,1
58,71,2011,1
58,71,2013,1
58,71,2014,1
58,72,2008,1
58,72,2010,1
58,72,2012,2
58,72,2013,1
58,73,2009,1
58,73,2007,1
58,73,2015,2
58,74,2011,1
58,78,1997,1
58,78,2014,1
58,78,2015,1
58,82,2009,1
58,82,2011,1
58,82,2014,1
58,84,2001,1
58,84,2014,1
58,84,2015,1
58,85,2009,1
58,85,2012,1
58,86,2009,1
58,86,2011,1
58,86,2012,2
58,86,2013,1
58,86,2014,2
58,86,2015,1
58,87,2010,1
58,90,2008,1
58,90,2011,2
58,91,2000,1
58,94,2008,1
58,94,2009,1
58,94,2012,1
58,94,2006,1
58,94,2014,2
59,62,2015,1
59,63,2012,1
59,63,2006,1
59,64,2003,1
59,67,2004,1
59,69,1988,1
59,73,2006,1
59,81,2004,1
59,81,2005,1
59,84,2003,1
59,85,2010,1
59,85,2003,1
59,85,2004,1
59,94,2005,1
59,94,2006,1
60,66,1997,1
60,67,1990,1
60,68,1985,2
60,68,1987,1
60,68,1988,1
60,68,1990,3
60,68,2013,1
60,68,1982,1
60,69,1984,3
60,69,1985,1
60,69,1990,1
60,69,1992,1
60,69,1997,1
60,69,1981,1
60,69,1983,2
60,83,1982,1
60,89,1984,1
60,89,1989,1
61,75,2015,2
61,78,2013,1
61,88,2013,1
61,88,2015,1
62,63,2007,1
62,63,2013,1
62,63,2015,1
62,71,2012,1
62,72,2008,1
62,72,2010,1
62,72,2011,2
62,72,2012,1
62,72,2013,2
62,72,2014,1
62,74,2012,1
62,74,2013,1
62,76,2013,1
63,67,2014,1
63,67,2006,1
63,71,2015,1
63,71,2007,1
63,72,2012,1
63,73,2012,1
63,75,2007,1
63,78,2005,1
63,78,2014,2
63,83,2012,1
63,85,2011,1
63,88,2014,1
63,93,2012,1
63,94,2002,1
63,94,2011,1
63,94,2012,1
63,94,2007,1
64,67,2008,1
64,67,2015,1
64,68,2009,1
64,68,2014,1
64,68,2015,1
64,71,2005,1
64,71,2006,1
64,71,2008,3
64,71,2009,1
64,71,2010,1
64,71,2011,1
64,71,2015,1
65,79,2008,1
65,82,2009,1
65,82,2015,1
65,82,2006,2
65,82,2007,1
66,67,2010,1
66,67,2011,1
66,68,2010,1
66,68,2014,2
66,68,2015,1
67,68,1990,1
67,68,2000,1
67,68,2003,1
67,68,2006,1
67,68,2007,1
67,68,2008,1
67,68,2009,1
67,68,2011,2
67,68,2012,2
67,68,2014,2
67,68,2015,4
67,69,1997,1
67,71,2008,1
67,74,2006,1
67,77,2010,1
67,77,2014,1
67,79,2007,1
67,81,2011,1
67,81,2012,1
67,83,2015,1
67,84,2015,1
67,85,2011,1
67,85,2012,1
68,69,1995,1
68,69,1989,1
68,69,1987,1
68,75,2009,1
68,76,2012,1
68,76,2015,1
68,77,2000,1
68,77,2013,1
68,77,1998,1
68,78,1999,1
68,81,2011,1
68,81,2012,1
68,82,2015,1
68,83,2014,1
68,84,2003,1
68,84,2005,1
68,84,2009,1
68,84,2013,1
68,84,2014,2
68,84,2015,1
68,85,2011,1
68,85,2012,1
68,89,1992,1
68,89,1999,1
68,91,2014,1
68,93,2011,1
68,93,2012,1
69,73,2000,2
69,73,2004,1
69,73,2007,1
69,87,1987,1
69,87,1995,1
69,88,1984,1
69,89,1987,1
69,89,1980,2
69,89,1983,1
70,72,2014,1
70,72,2015,1
70,75,2014,2
70,79,2014,1
70,88,2003,1
70,88,2015,1
70,91,2014,1
71,73,2012,1
71,74,2011,1
71,74,2012,1
71,74,2013,1
71,76,2009,1
71,84,2001,1
71,84,2009,1
71,86,2010,1
71,86,2014,1
72,76,2013,1
72,80,2009,1
72,86,2008,1
72,86,2010,1
72,86,2011,1
72,86,2012,1
72,86,2013,1
72,86,2015,1
72,94,2008,1
73,74,2012,1
73,74,2015,1
73,81,2012,1
73,81,2004,1
73,86,2015,1
74,75,2009,1
74,81,2013,1
74,83,2011,1
74,83,2012,1
74,83,2015,1
75,77,1995,1
75,79,1993,1
75,79,2012,1
75,79,2013,1
75,79,1999,1
75,80,2010,1
75,80,2005,1
75,81,2014,1
75,84,2009,1
75,88,2013,1
75,89,2009,1
75,91,2013,1
75,92,2008,1
75,92,2011,1
76,82,2015,1
76,85,2014,1
76,85,2007,1
76,86,2013,1
76,86,2014,1
76,87,2015,1
76,91,2012,1
77,81,2005,1
77,87,2012,1
77,87,2013,1
77,87,1998,1
78,81,2005,1
79,85,2002,1
79,91,2000,1
79,91,1999,1
80,91,2008,1
80,91,2009,1
81,85,1998,1
81,85,2001,1
81,85,2003,2
81,85,2004,2
81,85,2007,1
81,85,2011,1
81,85,2012,1
81,85,2013,1
82,85,2008,1
82,87,2002,1
82,87,2006,1
82,87,2007,1
82,87,2011,1
82,87,2012,1
82,87,2015,1
82,92,2011,1
82,92,2012,1
82,92,2014,1
82,92,2015,1
82,94,2001,1
82,94,2007,1
83,94,2010,1
83,94,2014,1
85,94,1998,1
85,94,2005,1
85,94,2009,1
85,94,2011,1
85,94,2012,1
85,94,2014,1
86,91,1998,1
87,91,2012,1
87,92,2015,1
88,91,1996,1
